Url,PhotoID,Mlsnum,DisplayOrder,PhotoFile,MlsID,CreateDate,UpdateDate,PhotoModifiedTimestamp,ComplianceJson,ComplianceIssues,CompliancePotentialIssues,ComplianceApiMs,IsExternal,FeaturesJson,DetectionsText,IssuesLabel,Url,PersonAnimalCount,OriginalIssues,MD5Hash,LogID,UrlMD5Hash,animalCount,forSaleSignCount,logoCount,personCount,phonenumberCount,qrcodeCount,websiteCount,textCount,IsFloorPlan
https://image.ampre.us/Aq0EINCt8G9G_NtRDcI1P71btijHUo4z1IJWp8iVUG8/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260311205554/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDcvOTgvOS9wL2Y2OWI2YWViLTg2NzEtNGUzYi04ZTAxLWFmNTcyYjAxY2I3OS5qcGc,-1004120746003,505566RE,3,,REsides,2026-03-11 14:07:24.990,2026-03-11 14:07:24.990,2026-03-11 13:57:18.110,"{""ts"":""2026-03-11T14:07:21.313475-07:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""for sale sign"",""bbox"":[0.14899418354034424,0.14575213193893433,0.8411766052246094,0.6908564567565918],""score"":0.8571749329566956,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7503869533538818,0.4724143028259277,0.9834537506103516,0.5274431228637695],""score"":0.9264090657234192,""text"":""""},{""label"":""text"",""bbox"":[0.45351543426513674,0.4536633014678955,0.6421113014221191,0.4986725807189941],""score"":0.8293280601501465,""text"":""THE LAKES""},{""label"":""text"",""bbox"":[0.47178311347961427,0.5204947471618653,0.6232385635375977,0.5478630542755127],""score"":0.7654069662094116,""text"":""AT NEW RIVERSIDE""}]},""errors"":[]}",1,1,1017,1,NULL,"[""THE LAKES"",""AT NEW RIVERSIDE""]","[{""label"":""for sale sign"",""text"":""""}]",https://image.ampre.us/Aq0EINCt8G9G_NtRDcI1P71btijHUo4z1IJWp8iVUG8/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260311205554/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDcvOTgvOS9wL2Y2OWI2YWViLTg2NzEtNGUzYi04ZTAxLWFmNTcyYjAxY2I3OS5qcGc,NULL,1,0x2353E29531950E0C2434849A8F7C59EA,726932,0xF25DE84A86CF41C74BF4C4B873AE4FB9,0,1,0,0,0,0,0,2,0
https://image.ampre.us/tFyZKPAnNatTpAhhBEn_3_TeoLJGYwaLHYkL7snWXVc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260311165357/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDcvMTAvOS9wLzgwYjM2MjE1LTcyNmYtNDBhYi05NmRjLWViN2UwMDZlNWQxNy5qcGVn,-1004114204057,505518RE,57,,REsides,2026-03-11 12:57:35.773,2026-03-11 12:57:35.773,2026-03-11 09:53:57.157,"{""ts"":""2026-03-11T12:57:29.9973171-07:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""for sale sign"",""bbox"":[0.08344684839248658,0.45896382331848146,0.3584240674972534,0.8626169204711914],""score"":0.9111008048057556,""text"":""""}],""detections"":[{""label"":""text"",""bbox"":[0.2202019453048706,0.5703744888305664,0.2829596042633057,0.5992389678955078],""score"":0.7876979112625122,""text"":""SHOP""},{""label"":""text"",""bbox"":[0.16446940898895263,0.569125747680664,0.21327476501464843,0.5982458591461182],""score"":0.7489131689071655,""text"":""PRO""},{""label"":""logo-resides"",""bbox"":[0.8929866790771485,0.46350622177124023,0.9993509292602539,0.5279598236083984],""score"":0.7544561624526978,""text"":""""}]},""errors"":[]}",1,1,821,1,NULL,"[""SHOP"",""PRO""]","[{""label"":""for sale sign"",""text"":""""}]",https://image.ampre.us/tFyZKPAnNatTpAhhBEn_3_TeoLJGYwaLHYkL7snWXVc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260311165357/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDcvMTAvOS9wLzgwYjM2MjE1LTcyNmYtNDBhYi05NmRjLWViN2UwMDZlNWQxNy5qcGVn,NULL,1,0xE7D4CDA9F1019D04A126603EC07AED8F,726265,0x5127011DFF8F35B956946CE22D361A18,0,1,0,0,0,0,0,2,0
https://image.ampre.us/B40BvG1RkeAekQBuTQyAtNZYfTdCpGLAKbshvVojyAc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260310194453/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDYvMTMvNS9wLzE2NmM0YmFkLTYzMDktNDRhMC1hMzY2LWZkMTEzYWY1M2YzZS5qcGc,-1004108474042,505470RE,42,,REsides,2026-03-10 13:13:28.700,2026-03-10 13:13:28.700,2026-03-10 12:53:14.630,"{""ts"":""2026-03-10T13:13:26.1116882-07:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""person"",""bbox"":[0.5973668834320052,0.5739960114161173,0.6967287207750588,0.7669775406519571],""score"":0.896558940410614,""text"":""""},{""label"":""person"",""bbox"":[0.8016417138585894,0.6167278051376343,0.9814455166173047,0.8102251026365492],""score"":0.8752555847167969,""text"":""""},{""label"":""person"",""bbox"":[0.46131084340577216,0.5065043528874715,0.5975155618209556,0.7685345729192098],""score"":0.8316900730133057,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7455612182617187,0.46981039047241213,0.9979058265686035,0.5259577751159668],""score"":0.8577355146408081,""text"":""""},{""label"":""text"",""bbox"":[0.43392057418823243,0.28049182891845703,0.6875410556793213,0.4272001266479492],""score"":0.670861542224884,""text"":""UP""}]},""errors"":[]}",1,1,1330,1,NULL,"[""UP""]","[{""label"":""person"",""text"":""""},{""label"":""person"",""text"":""""},{""label"":""person"",""text"":""""}]",https://image.ampre.us/B40BvG1RkeAekQBuTQyAtNZYfTdCpGLAKbshvVojyAc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260310194453/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDYvMTMvNS9wLzE2NmM0YmFkLTYzMDktNDRhMC1hMzY2LWZkMTEzYWY1M2YzZS5qcGc,NULL,1,0x81BF963B37AB088D7C974B131491522E,712801,0x3BD6839B6C553BF02EC5509D3A92D2EC,0,0,0,3,0,0,0,1,0
https://image.ampre.us/rYvgMTv0TannZ8lkM-BxAKlEaFVVTijKA8Yg2e4c1Jk/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260307174428/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDUvNjkvNS9wLzZmOTEzNzMyLWRjY2QtNGI3NS05ZWI0LWVlMmRmODIyNmVmZS5qcGc,-1004095188002,505448RE,2,,REsides,2026-03-07 10:09:02.943,2026-03-07 10:09:02.943,2026-03-07 09:45:53.713,"{""ts"":""2026-03-07T10:08:54.232437-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""for sale sign"",""bbox"":[0.14899418354034424,0.14575213193893433,0.8411766052246094,0.6908564567565918],""score"":0.8571749329566956,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7503869533538818,0.4724143028259277,0.9834537506103516,0.5274431228637695],""score"":0.9264090657234192,""text"":""""},{""label"":""text"",""bbox"":[0.45351543426513674,0.4536633014678955,0.6421113014221191,0.4986725807189941],""score"":0.8293280601501465,""text"":""THE LAKES""},{""label"":""text"",""bbox"":[0.47178311347961427,0.5204947471618653,0.6232385635375977,0.5478630542755127],""score"":0.7654069662094116,""text"":""AT NEW RIVERSIDE""}]},""errors"":[]}",1,1,793,1,NULL,"[""THE LAKES"",""AT NEW RIVERSIDE""]","[{""label"":""for sale sign"",""text"":""""}]",https://image.ampre.us/rYvgMTv0TannZ8lkM-BxAKlEaFVVTijKA8Yg2e4c1Jk/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260307174428/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDUvNjkvNS9wLzZmOTEzNzMyLWRjY2QtNGI3NS05ZWI0LWVlMmRmODIyNmVmZS5qcGc,NULL,1,0x2353E29531950E0C2434849A8F7C59EA,673402,0xA33C521F6C57B8E651E6961BAC55DF63,0,1,0,0,0,0,0,2,0
https://image.ampre.us/d55PtikYzH8GNUkN-bFzEpaV2bwEGl7DLKQ_KpgEfjo/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260307181534/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDMvODQvMy9wLzRiY2IxY2M0LWJkZWMtNGE3OC1hNjMyLWM1NTBlNmU2MjQ0YS5qcGc,-1004080819026,505305RE,26,,REsides,2026-03-07 10:30:14.637,2026-03-07 10:30:14.637,2026-03-07 10:15:34.270,"{""ts"":""2026-03-07T10:30:00.5113714-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""for sale sign"",""bbox"":[0.1946580410003662,0.18210723400115966,0.6841490745544434,0.9953927040100098],""score"":0.8870232105255127,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7501246929168701,0.4721537113189697,0.9848479270935059,0.526942777633667],""score"":0.9195402264595032,""text"":""""},{""label"":""text"",""bbox"":[0.3889394044876099,0.3635568618774414,0.5187368869781495,0.49469332695007323],""score"":0.8696244359016418,""text"":""BOX""},{""label"":""text"",""bbox"":[0.27164878845214846,0.3715639114379883,0.3800900220870972,0.49146227836608886],""score"":0.8328035473823547,""text"":""KOLL""}]},""errors"":[]}",1,1,1075,1,NULL,"[""BOX"",""KOLL""]","[{""label"":""for sale sign"",""text"":""""}]",https://image.ampre.us/d55PtikYzH8GNUkN-bFzEpaV2bwEGl7DLKQ_KpgEfjo/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260307181534/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDMvODQvMy9wLzRiY2IxY2M0LWJkZWMtNGE3OC1hNjMyLWM1NTBlNmU2MjQ0YS5qcGc,NULL,1,0x4A3FEC2496085186EA21C10CBF55A0B9,673638,0x155EC71457EF9626488E96C0ADD97488,0,1,0,0,0,0,0,2,0
https://image.ampre.us/19sovEgsRwkFIbyabIbX3nDjhirZJHJ_b1XJni4wY1Y/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260303200340/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDMvNDAvMS9wL2FlZWMyNjg5LWEzNjItNGI0MS1iYjRhLWRhYmQ3YTViN2M2Ni5qcGc,-1004073544041,505270RE,41,,REsides,2026-03-03 20:30:10.407,2026-03-03 20:30:10.407,2026-03-03 13:44:36.517,"{""ts"":""2026-03-03T20:29:52.7816769-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""person"",""bbox"":[0.0520362261392715,0.4953538333407099,0.13362108286177488,0.7322656591486486],""score"":0.9166213870048523,""text"":""""},{""label"":""person"",""bbox"":[0.43808059587694287,0.6162693682664669,0.5208344854038979,0.782376470180772],""score"":0.898849368095398,""text"":""""},{""label"":""person"",""bbox"":[0.7360391748206916,0.6509393083382837,0.8419163870457078,0.8492078054025306],""score"":0.8876621723175049,""text"":""""},{""label"":""person"",""bbox"":[0.14540902532996114,0.518940243957946,0.2068680045603776,0.6838926820281129],""score"":0.8854766488075256,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7519296646118164,0.4734002113342285,0.9817741394042969,0.52792329788208],""score"":0.8355023264884949,""text"":""""},{""label"":""text"",""bbox"":[0.40550599098205564,0.2693314552307129,0.46365971565246583,0.3173102140426636],""score"":0.7696129083633423,""text"":""ATTOR""}]},""errors"":[]}",1,1,1064,1,NULL,"[""ATTOR""]","[{""label"":""person"",""text"":""""},{""label"":""person"",""text"":""""},{""label"":""person"",""text"":""""},{""label"":""person"",""text"":""""}]",https://image.ampre.us/19sovEgsRwkFIbyabIbX3nDjhirZJHJ_b1XJni4wY1Y/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260303200340/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDMvNDAvMS9wL2FlZWMyNjg5LWEzNjItNGI0MS1iYjRhLWRhYmQ3YTViN2M2Ni5qcGc,NULL,1,0x3F03007202438CAA739E360BFC82D4CC,624524,0x318D4A54D8C9639CEEF83A21647ECB1B,0,0,0,4,0,0,0,1,0
https://image.ampre.us/2oQ5go3TUmSiS5iiOWxXQqRucKxrESG6FPV1pzQhMhc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260302121751/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDIvMTMvNy9wL2JmYmJlZjNlLTVhNmItNDEwNS04ZmNlLWZiZDc4MDY3OWRmYy5qcGc,-1004066252001,505205RE,1,,REsides,2026-03-02 04:28:48.643,2026-03-02 04:28:48.643,2026-03-02 04:19:13.710,"{""ts"":""2026-03-02T04:28:43.4902543-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""phone number"",""bbox"":[0.4332909107208252,0.5896289825439454,0.48931174278259276,0.6068695068359375],""score"":0.7938773036003113,""text"":""(843) 255-8600""}],""detections"":[{""label"":""text"",""bbox"":[0.17508440017700194,0.15978354215621948,0.284442400932312,0.20180854797363282],""score"":0.9233196377754211,""text"":""SALON""},{""label"":""text"",""bbox"":[0.12468106746673584,0.1211216926574707,0.28261330127716067,0.19113277196884154],""score"":0.9145521521568298,""text"":""WHLR""},{""label"":""text"",""bbox"":[0.42688775062561035,0.5415687084197998,0.49123377799987794,0.5726682662963867],""score"":0.8877763748168945,""text"":""WHIP""}]},""errors"":[]}",1,1,1136,1,NULL,"[""SALON"",""WHLR"",""WHIP""]","[{""label"":""phone number"",""text"":""(843) 255-8600""}]",https://image.ampre.us/2oQ5go3TUmSiS5iiOWxXQqRucKxrESG6FPV1pzQhMhc/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260302121751/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDIvMTMvNy9wL2JmYmJlZjNlLTVhNmItNDEwNS04ZmNlLWZiZDc4MDY3OWRmYy5qcGc,NULL,1,0xF35962D788C036089BE214E84B694A4E,603661,0xBC904F596FBED98E2834156106DB2158,0,0,0,0,1,0,0,3,0
https://image.ampre.us/VDw1sv2M1skUGE4YKTdh9aar2u-Rn8F2xfj9vWibxnE/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260226214039/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvNTgvOS9wLzgxYzkxMGNkLTFlYTMtNDRjZS1iZTE0LTAxY2RiNTUyYjFiZS5qcGc,-1004050575015,505169RE,15,,REsides,2026-02-27 13:21:33.370,2026-02-27 13:21:33.370,2026-02-27 12:44:18.373,"{""ts"":""2026-02-27T13:21:16.6535794-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""logo"",""bbox"":[0.46240768432617185,0.49381370544433595,0.5059813499450684,0.5728470802307128],""score"":0.7507303953170776,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7515440464019776,0.471495532989502,0.9820986747741699,0.5274986743927002],""score"":0.9242413640022278,""text"":""""}]},""errors"":[]}",1,0,945,1,NULL,NULL,"[{""label"":""logo"",""text"":""""}]",https://image.ampre.us/VDw1sv2M1skUGE4YKTdh9aar2u-Rn8F2xfj9vWibxnE/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260226214039/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvNTgvOS9wLzgxYzkxMGNkLTFlYTMtNDRjZS1iZTE0LTAxY2RiNTUyYjFiZS5qcGc,NULL,1,0x53CE475162CC8137BADECC320ECDDE54,573412,0xCB9BF812933AA7D7B1A0E11F32ABAF3A,0,0,1,0,0,0,0,0,0
https://image.ampre.us/GhSwYBPKNjnFMg9yGqJPDVEno5b6WV2qTaSWW32_46E/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260227164942/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvODcvOS9wLzMzODlmZTE2LTBkMjUtNGVhNC04YjE2LTViNTkzNTRiMTBmMC5qcGVn,-1004048834032,505140RE,32,,REsides,2026-02-27 09:13:23.390,2026-02-27 09:13:23.390,2026-02-27 08:49:55.887,"{""ts"":""2026-02-27T09:13:00.741643-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""person"",""bbox"":[0.05265463369864004,0.3467227300008138,0.1310155091462312,0.45620023939344617],""score"":0.8790234923362732,""text"":""""}],""detections"":[{""label"":""text"",""bbox"":[0.7517009258270264,0.4754034042358398,0.9803678512573242,0.5247352123260498],""score"":0.8212674260139465,""text"":""RESIDESS 2026""}]},""errors"":[]}",1,1,1065,1,NULL,"[""RESIDESS 2026""]","[{""label"":""person"",""text"":""""}]",https://image.ampre.us/GhSwYBPKNjnFMg9yGqJPDVEno5b6WV2qTaSWW32_46E/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260227164942/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvODcvOS9wLzMzODlmZTE2LTBkMjUtNGVhNC04YjE2LTViNTkzNTRiMTBmMC5qcGVn,NULL,1,0xA05E7C5B5A203DDC9B45A68A7665B307,571408,0x18F89B1D05EAE07D3A6808794FEE6822,0,0,0,1,0,0,0,1,0
https://image.ampre.us/NYCYsNMlOuuS9nMjxFQDAHWCZoe7JYJDezGKLvDExzo/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260226180028/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvMzgvNy9wLzFiMmRhNDJkLTUzMTItNDE0My04OWQyLTA1NWE5YTBlOGViMS5qcGc,-1004044444047,505113RE,47,,REsides,2026-02-26 10:42:14.913,2026-02-26 10:42:14.913,2026-02-26 10:08:32.070,"{""ts"":""2026-02-26T10:42:03.8076964-08:00"",""server"":""TMPPROCESS01"",""metadata"":{},""data"":{""external"":true,""floor_plan"":false,""issues"":[{""label"":""for sale sign"",""bbox"":[0.4917760848999023,0.20797958374023437,0.791511058807373,0.5982530117034912],""score"":0.816361129283905,""text"":""""}],""detections"":[{""label"":""logo-resides"",""bbox"":[0.7447961807250977,0.4680901527404785,0.997048282623291,0.5317882537841797],""score"":0.911375105381012,""text"":""""},{""label"":""text"",""bbox"":[0.6016349792480469,0.5075891017913818,0.7287905216217041,0.5538009643554688],""score"":0.8535047173500061,""text"":""RETREAT""},{""label"":""text"",""bbox"":[0.6047912120819092,0.5495810508728027,0.7243402481079102,0.5777520179748535],""score"":0.7206215858459473,""text"":""AT EAST ARGENY""},{""label"":""text"",""bbox"":[0.6368097782135009,0.47829442024230956,0.6823912143707276,0.507807731628418],""score"":0.6592524647712708,""text"":""THE""}]},""errors"":[]}",1,1,1248,1,NULL,"[""RETREAT"",""AT EAST ARGENY"",""THE""]","[{""label"":""for sale sign"",""text"":""""}]",https://image.ampre.us/NYCYsNMlOuuS9nMjxFQDAHWCZoe7JYJDezGKLvDExzo/rs:fit:1920:1920/aq:size:512000:25:75/wm:.5:ea:.02:0:.225/wmsh:7/wmt:PHNwYW4gZm9yZWdyb3VuZD0nd2hpdGUnIGZvbnQ9JzY4Jz5SRXNpZGVzIDIwMjY8L3NwYW4-/cb:20260226180028/L3Jlc2lkZXMvbGlzdGluZ3MvNTUvNDAvMzgvNy9wLzFiMmRhNDJkLTUzMTItNDE0My04OWQyLTA1NWE5YTBlOGViMS5qcGc,NULL,1,0x860F2EF7F7ACCECCCED68679C38D4260,559745,0x79AAFDDD603F0BF7D4EC92A816F6F812,0,1,0,0,0,0,0,3,0
